SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 1, 0
Xlabel, "X"
Ylabel, "Y"
TxtAlign, 1
KeyClass, 1
ChartCaption, "feeder80:Power, max=1E003 "
Line, "Line.83_1", "83_1.1.2.3.4", "83_2.1.2.3.4", 0, 8,  0, 0, 7.1995579, 0, 5297.34, 101825.36, 5294.13, 101824.52, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.69_2", "69_2.1.2.3.4", "69_3.1.2.3.4", 256, 8,  0, 0, 7.1995579, 0, 5271.94, 101814.56, 5271.95, 101815.42, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.112", "116.1.2.3.4", "112.1.2.3.4", 512, 8,  0, 0, 7.1995579, 0, 5275.38, 101804.09, 5275.4, 101803.01, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.66_20", "66_20.1.2.3.4", "66_21.1.2.3.4", 768, 8,  0, 0, 7.1995579, 0, 5157.55, 101822.15, 5158.37, 101820.24, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.83", "83_2.1.2.3.4", "83.1.2.3.4", 1024, 8,  0, 0, 7.1995579, 0, 5294.13, 101824.52, 5293.95, 101824.99, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.117", "121.1.2.3.4", "117.1.2.3.4", 1280, 8,  0, 0, 7.1995579, 0, 5302.93, 101807.83, 5303.22, 101806.77, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.66_4", "66_4.1.2.3.4", "66_5.1.2.3.4", 1536, 8,  0, 0, 7.1995579, 0, 5217.27, 101882.7, 5208.87, 101878.26, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.89_0", "86.1.2.3.4", "89_1.1.2.3.4", 1792, 8,  0, 0, 7.1995579, 0, 5329.92, 101851.59, 5330.73, 101851.31, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.98_1", "98_1.1.2.3.4", "98_2.1.2.3.4", 2048, 8,  0, 0, 7.1995579, 0, 5343.72, 101859.47, 5343.58, 101858.18, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.98_10", "98_10.1.2.3.4", "98_11.1.2.3.4", 2304, 8,  0, 0, 7.1995579, 0, 5332.79, 101845.09, 5334.09, 101844.02, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.61", "61_12.1.2.3.4", "61.1.2.3.4", 2560, 8,  0, 0, 7.1995579, 0, 5240.51, 101960.96, 5238.02, 101927.58, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.97_0", "96.1.2.3.4", "97_1.1.2.3.4", 2816, 8,  0, 0, 7.1995579, 0, 5343.5, 101863.62, 5342.87, 101862.91, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.100_3", "100_3.1.2.3.4", "100_4.1.2.3.4", 3072, 8,  0, 0, 7.1995579, 0, 5176.68, 101806.49, 5173.66, 101806.62, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.125", "125_1.1.2.3.4", "125.1.2.3.4", 3328, 8,  0, 0, 7.1995579, 0, 5322.95, 101814.35, 5325.51, 101815.86, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.97", "97_2.1.2.3.4", "97.1.2.3.4", 3584, 8,  0, 0, 7.1995579, 0, 5343.31, 101861.34, 5343.46, 101860.38, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.67_4", "67_4.1.2.3.4", "67_5.1.2.3.4", 3840, 8,  0, 0, 7.1995579, 0, 5187.13, 101813.02, 5190.56, 101813.1, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.61_6", "61_6.1.2.3.4", "61_7.1.2.3.4", 4096, 8,  0, 0, 7.1995579, 0, 5240.25, 101963.65, 5240.21, 101963.39, 0, 2, 0, 0, 0, 0, 16, 1
