SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 1, 0
Xlabel, "X"
Ylabel, "Y"
TxtAlign, 1
KeyClass, 1
ChartCaption, "feeder83:Power, max=1E003 "
Line, "Line.303_1", "303_1.1.2.3.4", "303_2.1.2.3.4", 0, 8,  0, 0, 0.12008886, 0, 5897.02, 102479.29, 5900.05, 102480.73, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.304", "304_1.1.2.3.4", "304.1.2.3.4", 256, 8,  0, 0, 0.12008886, 0, 5908.9, 102461.77, 5910.54, 102458.26, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.305_2", "305_2.1.2.3.4", "305_3.1.2.3.4", 512, 8,  0, 0, 0.12008886, 0, 5915.42, 102434.78, 5907.73, 102434.78, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.306_2", "306_2.1.2.3.4", "306_3.1.2.3.4", 768, 8,  0, 0, 0.12008886, 0, 5890.08, 102433.57, 5889.94, 102433.56, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.306_1", "306_1.1.2.3.4", "306_2.1.2.3.4", 1024, 8,  0, 0, 0.12008886, 0, 5897.98, 102434.35, 5890.08, 102433.57, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.303_0", "2592.1.2.3.4", "303_1.1.2.3.4", 1280, 8,  0, 0, 0.12008886, 0, 5897.01, 102478.13, 5897.02, 102479.29, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.303", "303_2.1.2.3.4", "303.1.2.3.4", 1536, 8,  0, 0, 0.12008886, 0, 5900.05, 102480.73, 5904.43, 102471.34, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.cktbk83", "45_1.1.2.3.4", "2592.1.2.3.4", 1792, 8,  0, 0, 0.12008886, 0, 5897, 102477.13, 5897.01, 102478.13, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.306_0", "305.1.2.3.4", "306_1.1.2.3.4", 2048, 8,  0, 0, 0.12008886, 0, 5904.67, 102434.64, 5897.98, 102434.35, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.305_0", "304.1.2.3.4", "305_1.1.2.3.4", 2304, 8,  0, 0, 0.12008886, 0, 5910.54, 102458.26, 5918.57, 102441.36, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.305", "305_3.1.2.3.4", "305.1.2.3.4", 2560, 8,  0, 0, 0.12008886, 0, 5907.73, 102434.78, 5904.67, 102434.64, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.305_1", "305_1.1.2.3.4", "305_2.1.2.3.4", 2816, 8,  0, 0, 0.12008886, 0, 5918.57, 102441.36, 5915.42, 102434.78, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.307", "305.1.2.3.4", "307.1.2.3.4", 3072, 8,  0, 0, 0.12008886, 0, 5904.67, 102434.64, 5904.67, 102435.22, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.304_0", "303.1.2.3.4", "304_1.1.2.3.4", 3328, 8,  0, 0, 0.12008886, 0, 5904.43, 102471.34, 5908.9, 102461.77, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.306", "306_4.1.2.3.4", "306.1.2.3.4", 3584, 8,  0, 0, 0.12008886, 0, 5889.79, 102435.64, 5888.06, 102435.44, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.feeder83", "45.1.2.3.4", "45_1.1.2.3.4", 3840, 8,  0, 0, 0.12008886, 0, 5896.21, 102483.43, 5897, 102477.13, 0, 1, 0, 0, 0, 0, 16, 1
Line, "Line.306_3", "306_3.1.2.3.4", "306_4.1.2.3.4", 4096, 8,  0, 0, 0.12008886, 0, 5889.94, 102433.56, 5889.79, 102435.64, 0, 1, 0, 0, 0, 0, 16, 1
Line, "transformer.td008656", "15.1.2.3", "45.1.2.3.4", 4352, 8,  0, 0, 0.12008886, 0, 5896.21, 102483.43, 5896.21, 102483.43, 8421504, 3, 0, 0, 0, 0, 16, 1
Width, 4
Marker, 5896.21, 102483.43,  255, 36, 4
Range, 5865.1645, 5941.4655, 102432.54, 102483.41
SetProp, 5865.1645, 5941.46555, 102432.54, 102483.41, 16777215, 16777215, 1, 0
KeepAspect, 1
